name,dish,Operation time
Periyali,"{'Wine List': {'Champagne and Sparkling Wines': 'Prosecco, Mionetto, Italy, NV,Prosecco, Rose, Rotari, Italy, NV,Laurent Perrier, Rose, Brut, Tours Sur Marne, France NV,Mumm, Brut Reims, France, NV,Pommery, Brut Reims, France, NV,Laurent Perrier, Brut, Tours Sur Marne, France, NV,Perrier-Jouet, Brut, Epernay, France NV,Veuve Cliquot, Yellow label Brut Reims, France, NV,Dom Perignon, Epernay, France, 2002', 'Red Wines': '', 'White Wines': '', 'Greek Reds': 'Hatzimichalis, Cabernet Sauvignon, Atalanti 2008,Domaine Zafeirakis, Limniona, Tyrnavos 2008,Mercouri, Refosco-Mavrodaphne Peloponnese 2008,Antonopoulos, Nea Dris, Cabernet Sauvignon, Patras 2006,Domaine Nerantzi, Syrah, Serres 2008,Megas Oenos, Skouras, Agiorghitiko- Cabernet Sauv. Argos 2008,Grande Cuvee, Skouras, Agiorghitiko, Nemea 2008,Gaia Estate, Agiorghitiko, Nemea 2007,Domaine Paterianakis, Kotsifali, Mandilari, Crete 1999,Megapanos Nemea, Aghiorgitiko, Peloponnese 2008,Tsantali Naousa Reserve, Xinomavro, Naousa 2006,Alpha Estate, Xinomavro-Syrah-Merlot, Amyntaio 2008,Synoro, Skouras, Cabernet Franc, Merlot, Peloponnese 2008,Chateau Porto Carras, Cabernet Sauvignon, Meliton 2005,Vatistas, Cabernet Sauvignon, Aghiorgitiko, Peloponese 2006,Economou, Liatiko, Crete 2006,Hatzimichalis, Merlot, Atalanti 2007,Kapnias, Hatzimichalis, Cabernet Sauvignion, Atalanti 2007,Gentilini, Syrah, Cephalonia 2008,Mercouri Reserve, Refosco-Mavrodaphne, Peloponnese 2007,Ramnista, Kir-Yianni, Xinomavro, Naoussa2009,Cava Amethystos, Cabernet Sauvignon, Drama, 2006,Averoff, Cabernet Sauvignon, Agiorgitiko, Metsovo 2008,Trilogia, Kokkalis, Cabernet Sauvignon, Ilia 2008,Chateau Julia, Lazaridis, Merlot, Drama 2008,Nostos, Manousakis, Syrah, Mourvedre, Grenache, Crete 2007,Economou, Liatiko Mandilari, Crete 1999,Economou, Liatiko sweet wine, Crete 2000', 'Rose': 'Barton & Guestier, Cotes De Provence, Grenache, Syrah, France 2011,Chateau de Pibarnon, Rose, Bandol, France, 2012,Minuty, Rose, Cotes de Provence, France, 2013,Whispering Angel, Rose, Cotes de Provence, France, 2013,Chateau du Rouet, Cotes de Provence, France, 2013,Wolffer Estate, Rose, Long Island, New York, 2013', 'American & International Red Wines': 'Coppola Vineyard, Syrah, California 2010,Peppoli, Chianti Classico, Sangiovese, Antinori 2009,Geyser Peak, Cabernet Sauvignon, California 2007,Charles Krug, Cabernet Sauvignon, Napa 2011,Montecillo, Grande Riserva, Spain 2005,Morgan, Pinot Noir, Santa Lucia Highlands, California 2011,Fattoria di Petroio, Sangiovese, Chianti Classico Reserva, 2007,Robert Mondavi, Pinot Noir, NapaValley 2011,Erath Reserve, Pinot Noir, Oregon, 2010,Chinon, Cabernet Franc, Loire Valley, France 2009,Kendall-Jackson, Grand Reserve, Cabernet Sauvignon, Sonoma 2010,Saint-Joseph, Sainte Epine, Syrah, Rhone 2009,Chateauneuf Du Pape, Domaine de la Graveirette, Rhone 2009,Felino, Malbec, Mendoza Argentina 2012,Franciscan, Merlot, Napa 2008,Chateau Le Boscq, Saint-Estephe, Cru Bourgeois, Bordeaux 2006,Barolo, Marchesi Di Barolo, Nebiolo, Italy 2007,Brunello di Montalcino, Pian delle Vigne, Antinori 2007,Chimney Rock, Stags Leap, Cabernet Sauvignon, Napa 2009,Aloxe-Corton, Jean-Luc Maldant, Bourgogne, 2011,Chorey-Les-Beaune, Jean-Luc Maldant, Bourgogne, 2011,Saint JulienVin De Leoville Marquis, Bordeaux 1986,Domaine du Pesquier, Gigondas, Syrah, Rhone 2010,Amauta, Malbec - Cabernet - Syrah, Argentina 2011,Mate, Rosso di Montalcino, Italia 2010', 'American & International White Wines': 'Geyser Peak, Sauvignon Blanc, California 2012,Villa Maria, Sauvignon Blanc, New Zealand 2011,Erath, Pinot Gris, Oregon 2012,Franciscan, Chardonnay, Napa 2012,Chablis, Christian Simon, Chardonnay, France 2011,Puligny Montrachet, Vincent Girardin, Vieilles Vignes, Burgundy 2011,Clos Du Val, Carneros, Chardonnay, Napa Valley 2010,Sonoma-Cutrer, Russian River, Chardonnay, California 2011,Chalone Vineyard, Chardonnay, Monterey County 2010,Sancerre, Grand Cuvee, Jean-Paul Balland, France 2011,Au Bon Climat, Chardonnay, Santa Barbara County 2011,Domaine Weinbach, Riesling Reserve Personnelle, Alsace 2012,Chablis Chardonnay, Lous Michel & Fils, France 2011', 'Greek Whites': 'Retsina, Malamatina, (Half bottle) Athens NV,Retsina, Kourtaki, Savatiano, Athens NV,Retsina, Ritinitis, Rhoditis, Egialia NV,Amethystos Lazaridi, Sauvignon Blanc, Drama 2012,Hatzimichalis, Chardonnay, Atalanti 2012,Domaine Zafeirakis, Chardonnay, Tyrnavos 2010,GaiaThalassitis, Assyrtiko, Santorini 2012,Sigalas, Assyrtiko, Santorini 2012,Domaine Douloufakis, Dafnios, Vidiano, Crete 2012,Alpha Estate Axia, Malagouzia, Florina 2011,Domaine Zafeirakis, Malagousia.Tyrnavos 2011,Koutsoyiannopoulos, Assyrtiko, Santorini 2011,Kapnias, Hatzimichalis, Chardonnay, Atalanti Valley 2009,Viognier, Skouras, Peloponnese 2010,Kouros, Rhodites, Patras 2012,Vatistas, Kidonitsa, Monemvasia 2011,Nikteri, Koutsoyanopoulos, Assyrtiko, Santorini 2012'}, 'Lunch Prix-fixe': {'Main Courses': 'Souvlaki Kotopoulo,Mousakas,Solomos Exohiko,Lavraki Plaki', 'Desserts': 'Greek Desserts of the day', 'Appetizers': 'Soupa Avgolemono,Keftedakia Saltsa,Padgaria Skordalia,Fava Kremidaki,Oktapodi Sharas,Horiatiki Salata'}, 'Dinner Menu': {'Main Courses': 'Kotopoulo Fournou,Souvlaki Kotopoulo,Garides Psites,Grilled Branzin,Solomos Exohiko,Mosharaki Sharas Rigani, Agriomanitaria,Mousaka,Souvlaki Fileto,Arni Youvetsi,Paidakia Thedrolivano,Kouneli Stifado', 'Appetizers': 'Soupa Avgolemono,Oktapodi Sharas,Ortiki,Calamarakia Tiganita,Horiatiki Salata,Keftedakia Saltsa,Psita Manitaria,Pazaria Skordalia,Pestrofa Kapnisti, Anitho,Spanakopita, Tiropita, Kolokithokeftedes,Fava Kremidaki,Gigandes Plaki,Taramosalata, Melitzanosalata, Tzatziki Salad', 'Sides': 'Asparagus,Horta,Okra,Sautéed Green Beans,Potatoes'}, 'Dinner Prix-fixe': {'Main Courses': 'Souvlaki Kotopoulo,Mousakas,Solomos Exohiko,Lavraki Plaki', 'Desserts': 'Assortment of Greek Desserts', 'Appetizers': 'Soupa Avgolemono,Keftedakia Saltsa,Pantzaria Skordalia,Fava Kremidaki,Oktapodi Sharas,Horiatiki Salata'}, 'Lunch Menu': {'Main Courses': 'Kotopoulo Fournou,Souvlaki Kotopoulo,Garides Psites,Grilled Branzino,Solomos Exohiko,Mosharaki Sharas Rigani, Agriomanitaria,Mousakas,Souvlaki Fileto,Arni Youvetsi,Paidakia Thedrolivano,Kouneli Stifado', 'Appetizers': 'Soupa Avgolemono,Oktapodi Sharas,Ortiki,Calamarakia Tiganita,Horiatiki Salata,Keftedakia Saltsa,Psita Manitaria,Pazaria Skordalia,Pestrofa Kapnisti, Anitho,Spanakopita, Tiropita, Kolokithokeftedes,Fava Kremidaki,Gigandes Plaki,Taramosalata, Melitzanosalata, Tzatziki Salad', 'Sides': 'Asparagus,Horta,Okra,Sautéed Green Beans,Potatoes'}}","Lunch: Monday - Friday 12:00pm-3:00pm; Dinner: Monday - Thursday 5:30pm-11:00pm, Friday & Saturday 5:30pm-11:30pm"
Red Rooster,{},
Rubirosa,,
Russ & Daughters Cafe,,
Rye,,
Roberto's,,
Sakanaya,,
Rouge Tomate,,
San Matteo,,
Russian Samovar,,
Ristorante Morini,"{'Christmas': {'Dolci': 'Torta Di Cioccolata,Tiramisu,Torta di Formaggio', 'Primi Piatti': 'Pappardelle,Fusilli,Pansotti,Risotto', 'Piatti Principali': 'Merluzzo,Branzino,Brasato,Polletto', 'ANTIPASTI': 'Romana,Zuppa,Capesante,Burrata'}, 'Restaurant Week 2017': {'Entrees': 'Riccioli,Arzilla,Polletto', 'Desserts': 'Torta di Cioccolata,Panna Cotta', 'Appetizers': 'Insalata di Cavolo,Zuppa,Calamari'}, 'Brunch': {'Prix Fixe': '', 'Juices': 'Orange,Tomato,Grapefruit,Pineapple', 'Brunch Plates': 'Frittata,Eggs Benedict,Lobster Benedict,Steak & Eggs,Short Rib Hash,French Toast,Bomboloni', 'Entrées': 'Spaghetti,Tortelloni,Tagliatelle,Risotto ai Funghi,Salmerino,Chicken,White Label Burger', 'Morini Special': 'Two Eggs,Choice of Side and Toast,Glass of Juice,Coffee or Tea', 'Cocktails': 'Bloody Mary,Mimosa', 'Sides': 'Bacon,Pork Sausage,Fresh Fruit,Crispy Potatoes', 'Appetizers': 'Cheeses,Yogurt Parfait,Kale Salad,Lobster Salad,Smoked Salmon,Tonno*,Zuppa,Bocconcini'}, 'New Years Eve': {'Dolci': 'Torta di Cioccolata,Panna Cotta,Tiramisu', 'Antipasti': 'Fegato,Astice,Burrata,Capesante', 'Piatti Principali': 'Branzino,Merluzzo,Polletto,Filetto', 'Primi Piatti': 'Casarecce,Agnolotti,Gnocchi,Risotto'}, 'To-Go Menu': {'Antipasti': 'Insalata Mista,Insalata di Cavolo,Romana', 'Contorni': 'Baby Carrots,Brussels Sprouts,Shishito Peppers,Crispy Potatoes,Sautéed Spinach', 'Primi Piatti': 'Rigatoni,Tagliatelle,Risotto ai Funghi,Tortelli,Agnolotti,Spaghetti,Tortelloni,Farfalle', 'Family-Style': '', 'Dolci': 'Tiramisu,Bomboloni', 'Piatti Principali': 'Salmone,Polletto,Milanese'}, 'Lunch': {'Non-Alcoholic': 'Miele,Limone,Zenzero', 'Morini Salads': 'Kale Salad,Romana,Burrata,Lobster Salad', 'Beer': ""Forst Lager, Birra Forst,Kölsch, Reissdorf,White, Allagash,The Plunge, Coney Island,Sorachi Ace Saison, Brooklyn Brewery,Two Hearted Ale, Bell's,Nut Brown Ale, Sam Smith,Black Magic Stout, Empire Brewery"", 'Sparkling': 'Prosecco Brut ""Jeio"", Bisol (Veneto) NV,Franciacorta Brut Rosé, Mirabella (Lombardia) NV,Champagne Brut ""Cuvée Prestige"", Taittinger (Champagne, Fr.) NV', 'Morini Lunch Specials': 'Salad, Pasta, Gelato,Appetizer, Entrée, Dessert', 'Fish & Meat Entrées': 'Sea Bass,Salmerino,Milanese,Chicken,Hanger Steak,White Label Burger', 'Appetizers': 'Zuppa,Tonno*,Bocconcini,Prosciutto & Melon', 'Wines by the Glass': '', 'Pastas': 'Rigatoni,Tagliatelle,Maccheroni,Tortelloni,Spaghetti Vongole,Risotto ai Funghi', 'Rosé': 'Sangiovese Rosato ""Ricciorosa"" Lanciola (Toscana) 2016', 'Red': 'Nero d\'Avola ""Lagnusa"", Feudo Montoni (Sicilia) 2014,Chianti Classico, Terre di Montefili (Toscana) 2013,Pinot Noir ""Altamarea"", Evening Land (Eola-Amity Hills, Or.) 2015,Barbera d\'Asti, Damilano (Piemonte) 2016,Montepulciano d\'Abruzzo ""Ode"", CantinArte (Abruzzo) 2015,Brunello di Montalcino ""la Togata"", Tenuta Carlina (Toscana) 2011,Barolo, Prunotto (Piemonte) 2011,Cabernet Sauvignon ""Bevilo"", Casa Raia (Toscana) 2012,Tignanello, Antinori (Toscana) 2013', 'Cocktails': 'Palermo Cooler,Royal Blush,Apple Jam', 'Aperitivi': '', 'White': 'Pinot Grigio, Cantina Bolzano (Alto Adige) 2016,Sancerre ""Les Ponts Romains"", Maison Foucher (Loire, Fr.) 2016,Etna Blanco ""Erse"", Maison Foucher (Sicilia) 2014,Greco di Tufo, Tenuta Ponte (Campania) 2016,Chardonnay ""Altamarea"", Sandhi (Santa Barbara, Ca.) 2014,Chablis, Domaine Billaud-Simon (Burgundy, Fr.) 2015,Chardonnay ""Les Noisetiers"", Kistler (Sonoma Coast, Ca.) 2015', 'Sides': 'Crispy Potatoes,Shishito Peppers,Sauteed Spinach,Brussels Sprouts,Baby Carrots'}, 'Dessert': {'Assaggio di Formaggi': ""La Tur,Quadrello,Castelrosso,Piave Vecchio,Ewe's Blue"", 'Assaggio di Tre Sorbetti o Gelati': 'Sorbetti,Gelati', 'Dolci / Dessert': 'Torta di Cioccolata,Torta di Formaggio,Tiramisu,Bomboloni,Affogato'}, 'Sunday Supper': {'Second Course': 'Rigatoni Carbonara,Mixed Grill', 'First Course': 'Romana,Fritto Misto,Burrata', 'Third Course': 'Bomboloni'}, 'Dinner': {'Carne / Meat': 'Filetto,Polletto,Agnello,Milanese', 'Pesce / Fish': 'Dentice,Ippoglosso,Salmerino,Branzino', 'Antipasti / Appetizers': 'Insalata di Cavolo,Romana,Burrata,Astice,Tonno*,Zuppa,Capesante,Bocconcini,Polipo,Fritto Misto', 'Speciale - del Giorno': 'Monday - Short Ribs,Tuesday - Dover Sole,Wednesday - Grilled Orata,Thursday - Black Cod,Friday - Veal Chop,Saturday - Lobster Al Forno,Sunday - Mixed Grill', 'Contorni / Sides': 'Shishito Peppers,Brussels Sprouts,Crispy Potatoes,Baby Carrots,Sauteed Spinach', 'Primi Piatti': 'Tortelli,Risotto,Orecchiette,Pansotti,Spaghetti,Tagliatelle,Tortelloni,Agnolotti,Spaccatelle,Fusilli', 'Entrées': '', 'Vegetarian': 'Melanzana'}, 'Happy Hour': {'Antipasti': 'Kale Salad,Tonno,Bocconcini', 'Primi Piatti': 'Tagliatelle,Tortelloni,Rigatoni', 'Snacks': '', 'Stuzzichini': 'Arancine,Carciofi,Ascolane', 'Crostini': 'Fegatini,Burrata,Ceci', 'Piatti Principali': 'Salmerino,Chicken,White Label Burger', 'Happy Hour': 'Forst Lager, Birra Forst 11.2oz - 4.8% Alto Adige,Prosecco Brut ""Jeio"" Bisol NV,Falanghina Del Sannio, Cantina Del Taburno 2016,Sangiovese ""Morellino di Scansano"" Terenzi 2016,Apple Jam,Palermo Cooler,Madison Avenue'}}","Lunch: Monday to Friday, 12:00pm - 2:30pm.    Brunch: Sunday, 11:30am - 2:30pm.    Dinner: Monday to Saturday, 5:30pm - 10:00pm.  Sunday, 5:30pm - 9:30pm.      *   Holiday Hours    Thanksgiving: 1:00pm- 8:30pm    Christmas Eve: 5:30pm - 9:30pm    Christmas Day: 12:30pm - 8:00pm    New Year's Eve: 5:30 - 12:00am"
San Rasa,,
SakaMai,"{""Valentine's Day Prix Fixe Menu $120"": {""$120 Valentine's Day Prix Fixe"": 'Oyster,Tuna,Egg on Egg on Egg,Madai,Lobster Risotto,Butter Poached Beef Tenderloin,Dessert'}, 'Beverage Menu': {'Shochu': '', 'Earth': 'Kurosawa, Black River,Kamoizumi ""Shusen"", Three Dots,Yuho, Rhythm of the Centuries', 'Reserve': 'Katsuyama ""Akatsuki"", New Dawn, Junmai Daiginjo,Maboroshi Black, Junmai Daiginjo Genshu,Daishichi Myoka Rangyoku, Heavenly Orchid, Junmai Daiginjo Kimoto', 'Sparkling': 'Dassai Sparkling, Otter Fesitval Junmai Daiginjo,Mizubasho, Pure Daiginjo', 'Fruit': 'Dassai 50, Otter Festival,Dewasansan, Green Ridge,Kuro Kabuto, Dark Helmet', 'Sake (By Glass / Carafe)': '', 'Ginjo': 'Koshi No Kanchubai, Gold Junmai Ginjo,Jokigen, Jubilation Junmai Ginjo,Seiden Omachi, Clear Rice Junmai Ginjo,Oze No Yukidoke, Omachi Junmai Ginjo,Kanbara, Bride of the Fox Junmai Ginjo,Fukucho, Moon on the Water Junmai Ginjo,Narutotai, Red Snapper Yamahai Junmai Ginjo', 'Fresh': 'Tamagawa, Red Label,Tedorigawa ""Kinka"", Golden Blossom', 'Warmed': 'Kurosawa - Junmai Kimoto,Shusen - Junmai Ginjo,Yuho - Junmai Kimoto', 'Japanese Tea': 'Hojicha,Sobacha,Sencha', 'White': 'Empire Estate, 2014 Riesling, Finger Lakes, New York,Ameztoi - Txacolí De Getaria, 2015 Txakolina, Basque Country, Spain,P. Puize -Terroir De Chablis, 2014 Chardonnay, Burgundy, France,Peter Jakob Kuhn-Landgeflecht, 2009 Reisling Trocken, Rheingau, Germany,La Roncaia - Eclisse, 2014 Sauvignon Blanc, Picolit, Friuli-Venezia Giulia, Italy', 'After Dinner Drinks': '', 'Wine': '', 'Spice': 'Daishichi Honjozo Kimoto,Oze No Yukidoke Super Dry,Tenryo Koshu, Imperial Land', 'Japanese Beer': 'Asahi Draft,Oze No Yukidoke IPA,Ginga Kogen Hefeweizen,Echigo ""Koshihikari"" Rice Lager,Echigo Stout,Hoppy Classic / Black,Kagua Blanc,Kagua Rouge', 'Junmai': 'Suehiro, Spreading Joy Yamahai Junmai,Choryo Omachi, Tokubetsu Junmai,Tengumai Yamahai, Goblin Dance Yamahai Junmai,Hakkaisan, Eight Peaks Tokubetsu Junmai,Midorikawa, Green River Junmai,Kubota Senju, 1000 Blessings Tokubetsu Honjozo', 'Barley': 'Genkai ""Iki"",Enma,Mizunomai, Rich Melon, 35% ABV,Taiso, Rich Melon, 35% ABV,Kintaro', 'Cloudy': 'Rihaku, Dreamy Clouds,Daku,Kamoizumi, Summer Snow', 'Red': ""Primaterra 2014 Pinot Nero, Veneto, Italy,La Grange De Lascaux, 2012 Syrah, Grenache, Langedouc, France,Luberri Orlegi, 2015 Rioja, Rioja, Spain,Cratere-Terrazze Dell'Etna, 2010 Nerello Mascalese, Petit Verdot, Sicily, Italy,Foxen Vineyard & Winery, 2012 Pinot Noir, Santa Maria Valley, California,ÀN, 2012 Callet, Mantonegre-Fogoneu, Mallorca, Spain"", 'Clean': 'Mizubasho, White Flowers,Shuhari,Hakkaisan, Eight Peaks', 'Cocktails': 'Sakamai Milk Punch,The Silk Merchant,Once Upon a Time in the East,Square Root Highball,Chrysanthemum Sour,Aged Smoke #2', 'Japanese Whiskey': 'Hakushu 12 Yr,Hakushu 18 Yr,Taketsuru 17 Yr,Taketsuru 21 Yr,Ichiro\'s Malt ""Malt & Grain"",Ichiro\'s Malt ""On the Way"",Ichiro\'s Malt ""The Peated"",Ichiro\'s Malt ""The Floor Malted"",Akashi White Oak,Yamazaki 12 Yr,Hibiki 17', 'Aged Sake': 'Hanahato ""Kijoshu"" 8 Yrs,Kamoizumi ""Sachi"" 17 Yrs,Kamoizumi ""Sachi"" 17 Yrs,Yuzu Omoi,Muromachi Umeshu,Nanbu Bijin, ""No Sugar Added"" Umeshu', 'Dai-Ginjo': 'Nanbu Bijin, Shinpaku Heart of Rice Junmai Daiginjo,Kagatobi ""Ai"", Indigo Junmai Daiginjo,Next Five, Junmai Daiginjo,Nanbu Bijin, Southern Beauty Daiginjo,Kubota Manju, 10,000 Blessings Junmai Daiginjo,Daishichi Minowamon, Heavenly Gate Junmai Daiginjo,Dassai 23, Otter Festival Junmai Daiginjo', 'Sake (By the Bottle)': '', 'Miyazaki Sweet Potato': 'Kappa No Sasoimizu,Heihachiro,Beni Ikkomon', 'Specialty Sake': '', 'Other Grains': 'Amami,Towari,Gyokuro,Ryukyu Ohcho,Beni Otome,Toyonaga', 'Satsuma Sweet Potato': 'Kuro Shiranami,Kozuru Kuro,Kura No Shikon Gokujo,Tomino Hozan,Satoh Kuro', 'Fruit Infused Sake': 'Yuzu Omoi,Muromachi Umeshu,Nanbu Bijin ""No Sugar Added"" Umeshu'}, 'Dinner Menu': {'Sizzling Plate': 'Filet Mignon,Wagyu Hamburger Steak,Bone-In Strip Loin Steak', 'Meat': 'Kakuni Sliders,Beef Tartare*,Chicken Wings Two Ways,Dry-Aged Duck Breast,Eighteen Spice Beef Curry', 'Seafood': 'Sashimi Platter *,Ikura Tofu*,Shiokara Cheese Potato*,Grilled Octopus,Sake Steamed Mussels,Paper-Baked Salmon', 'Uni': 'Egg on Egg on Egg*,Wagyu and Uni Roll*,Uni Mazemen*', 'Vegetables': 'Shishito Peppers,Spicy Cucumber,Kari Kari Crispy Salad,Charred Broccolini,Grilled Little Gem Lettuce*,Cha Soba Salad'}, 'Dessert Menu': {'Desserts': 'Black Sesame Creme Brûlée,Yogurt Meringue Mousse,Gelato / Sorbet Trio,Mochi Parfait'}}",Monday - Thursday: 6:00pm - 11:00pm    Friday - Saturday:  6:00pm-11:30pm    Sunday: 5:30pm-10:30pm
Runner & Stone,"{'Bakery & Cafe': {'Espresso Drinks': 'Espresso,Macchiato,Cappuccino,Latte,Mocha', 'Breads': 'Baguette,1/2 Baguette,Buckwheat Baguette,1/2 Buckwheat Baguette,Pretzel,Pretzel with House-made Butter,Brioche,Walnut Levain,Rye Ciabatta,Bolzano Miche,Sesame Semolina,Whole Wheat Seeded', 'American Coffee, Tea, Cocoa & Chai': 'Small Coffee, Tea (12oz),Large Coffee, Tea (16oz),Cocoa,Chai', 'Pastries': 'Croissant,Chocolate Croissant,Almond Croissant,Apple Turnover,Seasonal Danish,Palmier', 'Teas': 'Black,Chamomile,Earl Grey,Green,Jasmine,Mint,Rooibos,Ginger'}, 'Bar': {'Red Wine': ""Bedell First Crush Red 2015,Secondo Marco Valpolicella Classico 2014,Red Hook 'Guardian' Bordeaux Blend 2013,Abbazia di Novacella Pinot Nero 2015,Heinrich Zweigelt 2014,Glenora Syrah 2013,Vallana Gattinara 2007,Togni 'Tanbark Hill' Cabernet Sauvignon 2013,Brooklyn Winery Los Carneros Pinot Noir 2012"", 'Wine List': '', 'Beer & Cider': ""Forst Premium Lager,Empire White Aphro Witbier,Rothaus 'Pils Tannenzäpfle',Moretti La Rossa,Brooklyn Brewery East IPA,Greenport 'Black Duck' Porter"", 'Specialty Cocktails': ""Stoner's Delight,Sidecar 3000,Frisky Bumblebee,Herbal Remedy"", 'Orange Wine': ""Ancarani 'Santa Lusa' Albana di Romagna 2011"", 'White Wine': ""Anthony Road Pinot Gris,Franck Peillot 'Altesse' Roussette du Bugey2015,Gini Soave Classico 2015,Thomas-Labaille 'Cuvee Buster' Sancerre 2014,Bici Verdicchio di Matelica 2015,Tierce Dry Reisling 2013,Bedell Viognier 2015,Bedell North Fork Gewurztraminer 2014,Lakewood Chardonnay 2015"", 'Rosé': 'Mittelbach Zweigelt 2015,Brooklyn Oenology Cabernet Franc 2014', 'Sparkling Wine': ""Terre di Marca Prosecco,Hillinger Pinot Noir Rose,La Spinetta Moscato d'Asti,Château Marie Weiss Champagne,Joël Falmet 'Tradition' Brut Champagne,Jacques Lassaigne 'Vignes de Montgueux' Champagne Blanc de Blanc""}, 'Brunch': {'Main': 'Spicy Curried Hummus,French Fries & Hollandaise,Rice Ball of the Day,Mushroom Salad,Baby Iceberg Salad,French Toast,Chicken Liver Patè', 'Eggs': ""Two Eggs Any Style,Eggs Benedict,Chef's Omelette,Market Quiche"", 'Sides': 'Potato Hash,Yogurt,Greens,House Bacon, Sausage', 'Drinks': 'Mimosa,Bloody Mary,Screwdriver,Greyhound,Irish Coffee'}, 'Lunch': {'Salads': 'Baby Iceberg Salad,Duck Pastrami,Roasted Beet Salad,Spicy Curried Hummus,Spring Market Salad', 'Sandwiches': 'Grilled Alpine Cheese on Semolina,Mackerel, Tomato, and Shallot on Baguette,Fried Chicken on Brioche,Lentil Quinoa Burger on Brioche,Tuna Melt on Semolina,Breakfast Sandwich on English Muffin,Beef Patty Melt on Seeded Whole Wheat,Italian Sausage on Semolina Roll', 'Soup': 'Daily Selection'}, 'Dinner': {'Extras': 'House Marinated Olives,Fried Chickpeas,Fried Brussels Sprouts,Risotto', 'First': 'Swabian Pretzel,Spicy Curried Hummus,Baby Iceberg Salad,Spring Market Salad,Roasted Beet Salad,Truffle Ricotta Crostini,Duck Pastrami,Chicken Liver Pâté', 'Desserts': ""Rye Brownie Sundae,Elderflower Crème brûlée,Strong Rope Brewery 'Tres Cervezas' Chocolate Cake,Chinotto Float,Seasonal Ice Cream and Sorbets"", 'Third': 'Market Cut Steak,Fish of the Day,Grilled Pork Chop,Fried Chicken', 'Second': 'Spelt Gemelli,Nettle Gnocchi,Braided Ricotta Ravioli,Bucatini,Orecchiette'}}","Monday-Thursday 7:30AM-10PM      Friday 7:30AM-11PM      Saturday 8AM-11PM     Sunday 9AM-9PM      Lunch: Monday-Friday 11AM-3PM      Dinner: Monday-Thursday 5PM-10PM      Friday, Saturday 5PM-11PM      Brunch: Saturday, Sunday 11AM-3PM      Sunday Dinner 4PM-9PM"
Satsuki,,
Secchu Yokoda,,
